time,node_10,node_25,node_50,node_75,node_100
0.07616629703857547,11.207999999998663,,,,
0.09514898263314173,,20.03200000000316,,,
0.0951489847763057,,,9.944000000011721,,
0.09741837228983741,,,,9.687999999993814,
0.09966123313063077,,,,,10.776000000004004
0.10741629663347997,30.743999999999218,,,,
0.1263989789345089,,9.90400000000502,,,
0.12639898211904188,,,10.759999999998549,,
0.12866837567724232,,,,9.271999999976854,
0.13091122733801366,,,,,9.280000000000399
0.1386662914092262,10.560000000020553,,,,
0.15764897778290357,,11.00800000000679,,,
0.1576489829154274,,,10.368000000010591,,
0.15991837870293202,,,,10.999999999983245,
0.1621612297192088,,,,,10.631999999982655
0.16991629272580963,20.439999999982696,,,,
0.18889897970007116,,8.911999999999809,,,
0.18889898099965152,,,9.63200000000941,,
0.19116837313365462,,,,10.26400000000982,
0.19341122832055566,,,,,10.719999999991847
0.2011662920661038,30.680000000005148,,,,
0.22014898003788697,,,10.32800000000389,,
0.22014898416125073,,9.832000000015162,,,
0.22241837725690075,,,,10.543999999973463,
0.22466123289966064,,,,,9.391999999996958
0.23241629766485758,0.26399999999981993,,,,
0.2513989801775881,,,9.927999999992387,,
0.25139898356783597,,10.64800000000199,,,
0.25366837186415175,,,,8.895999999980475,
0.25591122736894534,,,,,10.488000000030695
0.26366629511449574,0.2239999999931186,,,,
0.2826489832651483,,,9.535999999976674,,
0.28264898364752683,,10.408000000017292,,,
0.2849183749089939,,,,10.728000000015392,
0.2871612280550075,,,,,9.552000000023764
0.29491629227692123,0.23199999998890775,,,,
0.31389897777478654,,9.095999999986226,,,
0.3138989808910482,,,11.27200000000661,,
0.3161683717950666,,,,20.503999999976763,
0.3184112334294567,,,,,10.463999999987816
0.3261662958625427,0.2640000000275755,,,,
0.34514897706931946,,11.079999999996648,,,
0.345148984498629,,,9.175999999999629,,
0.3474183790666675,,,,9.623999999985866,
0.34966123335687166,,,,,11.48000000000815
0.35741629623541743,0.2480000000359972,,,,
0.3763989805298702,,9.568000000015342,,,
0.3763989809660195,,,11.319999999981345,,
0.37866837384529356,,,,9.36800000000959,
0.3809112289758713,,,,,10.208000000011541
0.3886662944420849,0.2399999999846969,,,,
0.4076489789583704,,,9.472000000010361,,
0.4076489819066533,,9.808000000000039,,,
0.4099183775320684,,,,11.335999999972923,
0.4121612286293425,,,,,9.680000000011901
0.4199162941750725,0.21599999999732944,,,,
0.43889897710259196,,,11.023999999970613,,
0.43889897788382326,,10.512000000018062,,,
0.441168375800743,,,,8.815999999967072,
0.44341123091723966,,,,,9.799999999948739
0.4511662966902383,0.2559999999762752,,,,
0.4701489827518496,,,10.472000000039117,,
0.4701489835961849,,19.528000000046397,,,
0.4724183767719283,,,,9.90400000000502,
0.4746612304715596,,,,,9.960000000031055
0.4824162917662164,0.2399999999846969,,,,
0.5013989785746947,,,10.312000000012311,,
0.5013989816478285,,10.951999999897488,,,
0.5036683766072855,,,,10.384000000085436,
0.5059112327152354,,,,,9.839999999927684
0.5136662907526874,0.23199999998890775,,,,
0.5326489797834397,,,9.27200000000461,,
0.5326489820633138,,30.383999999994415,,,
0.5349183756131052,,,,9.912000000000809,
0.5371612303046657,,,,,10.944000000012721
0.5449162904383631,0.2880000000704541,,,,
0.5638989779502486,,10.304000000016522,,,
0.5638989843970428,,,10.464000000043328,,
0.5661683760428666,,,,9.831999999931895,
0.5684112296145548,,,,,10.104000000010771
0.576166294938053,0.18400000001417283,,,,
0.5951489824490654,,,9.424000000035626,,
0.5951489847292938,,20.104000000076283,,,
0.5974183749012594,,,,10.567999999988587,
0.59966122886783,,,,,20.9680000000656
0.6074162968966194,0.18400000001417283,,,,
0.6263989771974234,,30.360000000007048,,,
0.6263989803599492,,,11.176000000001629,,
0.6286683741264162,,,,9.136000000076194,
0.630911227990469,,,,,10.02400000005288
0.6386662942461017,0.2559999999762752,,,,
0.6576489811931202,,-0.07999999995789153,,,
0.657648983159971,,,9.448000000022994,,
0.6599183735542866,,,,10.175999999972873,
0.6621612282829162,,,,,10.520000000013852
0.6699162973525501,0.26399999997206436,,,,
0.6888989789362884,,,9.880000000017652,,
0.688898978981012,,-0.039999999978945766,,,
0.691168374996467,,,,10.551999999997008,
0.6934112268346415,,,,,10.896000000037986
0.7011662930906273,0.2719999999678535,,,,
0.7201489768233159,,-0.1040000000562813,,,
0.7201489833346807,,,10.823999999964862,,
0.7224183728534999,,,,9.008000000032546,
0.7246612319822641,,,,,8.832000000014162
0.7324162912918082,0.17600000001838367,,,,
0.7513989799195694,,-0.04800000008575722,,,
0.7513989843486201,,,10.12000000000235,,
0.7536683749034636,,,,9.78399999995716,
0.7559112294435226,,,,,9.983999999962911
0.7636662901469209,0.23199999998890775,,,,
0.7826489792278872,,-0.08000000006891383,,,
0.7826489797233127,,,10.568000000099609,,
0.7849183791477813,,,,11.432000000088927,
0.7871612316177912,,,,,11.208000000095808
0.7949162962855121,0.2559999999762752,,,,
0.8138989815675739,,-0.06400000007733553,,,
0.8138989842145365,,,9.792000000063972,,
0.8161683737304092,,,,9.216000000034086,
0.8184112340055121,,,,,10.359999999987046
0.8261662936207783,0.24799999998048605,,,,
0.8451489776678901,,,10.480000000034906,,
0.8451489844850891,,-0.08800000006470299,,,
0.8474183757390636,,,,9.744000000089237,
0.8496612298849746,,,,,9.927999999992387
0.8574162956003037,0.23199999998890775,,,,
0.8763989800271599,,-0.07199999996210238,,,
0.8763989841075542,,,20.167999999931574,,
0.8786683767689422,,,,10.583999999980165,
0.880911226630062,,,,,9.440000000027204
0.8886662915661714,0.2399999999846969,,,,
0.9076489774344391,,-0.06399999996631323,,,
0.9076489784125703,,,10.063999999920803,,
0.9099183765061233,,,,10.167999999977084,
0.9121612276433523,,,,,11.320000000036856
0.919916293488328,0.2560000000872975,,,,
0.9388989770809815,,,11.144000000018472,,
