Time(hours),Single Domain Error(us),2 domains (50 hops each) Error(us),4 domains (25 hops each) Error(us),10 domains (10 hops each) Error(us)
0.0,2.818429622091211,2.8177193382631502,0.45006262849112477,1.3295480186414692
0.024024024024024024,1.0677175826572485,-1.6818702443118363,-2.193932326741467,1.0120670060769639
0.04804804804804805,-2.5927133559099462,-1.5901947460312416,-0.0020850540622923707,-1.4401563968788504
0.07207207207207207,0.10293223087128194,-2.5938827934821633,1.2669904411075739,0.3565952240525494
0.0960960960960961,0.07989183067788033,0.7245547315175898,-0.3381418727345175,0.627555342660469
0.12012012012012012,-0.17011466947133336,-1.3236070056033022,1.9687015149712115,0.5040854758293599
0.14414414414414414,0.9173272111385199,-1.7468116942877292,0.4941955951402933,-1.1760279816718233
0.16816816816816815,-0.6253858876972396,2.1301596731156955,-0.4871095282097764,-0.25362904527241636
0.1921921921921922,0.5614929261000381,-1.1761800709403862,1.1802190237162864,0.4279923174358947
0.21621621621621623,0.7573736865022612,0.22972839998225944,1.7462791282416323,-1.5964332680013693
0.24024024024024024,-1.528845105652452,-1.0990798706382605,-1.5747010674174133,0.7744317068942658
0.26426426426426425,-2.9132440123581573,-3.339500253437258,0.7748367710207169,0.6531163879152917
0.2882882882882883,1.050746124251158,0.3449333519223393,0.2415009465606813,1.1468545411070896
0.3123123123123123,0.849063291789305,1.7144868673745262,1.0386677914722469,-1.5573779362224767
0.3363363363363363,-0.4472554738975905,-0.5403007299857989,-0.6521046925701325,1.2091914019770156
0.36036036036036034,-1.7850456412934965,0.6180095019372581,-0.1729989930911704,-3.5745063304789113
0.3843843843843844,-3.486976819437068,1.0454969761495745,-0.19484927367418345,1.0030565740272328
0.4084084084084084,1.7640862152617602,-2.157636859768213,-0.4364671941036462,1.0362627293330207
0.43243243243243246,2.3394462202151045,0.042400431670382085,-1.015891552086468,-2.0604246431757196
0.45645645645645644,1.917676227716814,-0.40440297094282623,-1.6878265091900395,-1.0110981807642627
0.4804804804804805,-2.128857112908227,2.323231024165136,0.2276905044647111,-1.4564683277543098
