Time(hours),Single Domain Error(us),2 domains (50 hops each) Error(us),4 domains (25 hops each) Error(us),10 domains (10 hops each) Error(us)
0.0,0.7342658702256494,0.1453084019858218,0.8994511987623295,1.855821457812303
0.024024024024024024,-2.1592843876445587,-1.8470616236350952,1.396199058534081,2.4345420175869488
0.04804804804804805,-0.9944112928009246,-1.0382245560674166,1.7572333898806245,-1.2481541163416943
0.07207207207207207,0.005781402573983294,0.5623670746536085,1.2181962547298004,2.362855076186132
0.0960960960960961,-1.4194695258322445,-1.3774322133635386,1.3816946804944663,-1.681057693215716
0.12012012012012012,1.3226063996039492,0.3805666272116367,0.743153127720637,-1.9450583665580636
0.14414414414414414,3.1407583354990156,-1.2282360797433665,-0.7853843732651976,1.2866170709304494
0.16816816816816815,-2.3604162464676737,-1.4729280843308805,1.0194535156882818,1.4117838592630754
0.1921921921921922,-0.36960517601585896,-0.8520696520049872,2.000820067030903,-2.248942035712973
0.21621621621621623,-0.5854965225427481,0.22837357961890098,0.9306066369923371,-1.8508232508524347
0.24024024024024024,2.2452647195650655,0.7060451354654513,-0.9030470457399713,2.076307075903858
0.26426426426426425,3.70997042466197,-1.138395915518046,-0.7668539993609435,-1.6297372539488946
0.2882882882882883,-1.0821306427701676,-0.6948743016871797,1.2800802386770642,1.7466073824865245
0.3123123123123123,0.8022644389963952,-1.0319215626651115,1.8337774655562886,2.1027783699266083
0.3363363363363363,0.6237824456711112,-0.38605354232338096,-1.4659538710318614,-1.821063500149473
0.36036036036036034,-0.3544256666021125,0.8995900060613206,1.9759372563731346,-2.190460752415801
0.3843843843843844,-2.4656062854302236,0.502983510845155,0.44080201607541775,1.8764798976354304
0.4084084084084084,-1.7248832234753333,-1.580516502524327,1.8844846662321955,-1.939504015288912
0.43243243243243246,-0.9233307951149259,-2.0032956734114187,-0.9102780660550843,1.6098493283734983
0.45645645645645644,0.6476339941114382,0.49765499077087444,1.9195490365432437,2.0974276283694415
0.4804804804804805,-1.8880121367125342,0.9103891196254098,-0.6817936050355458,2.020380639683968
0.5045045045045045,-2.8139351927552916,1.6543354773892205,-1.0046890101974997,-1.8359879890313544
0.5285285285285285,-0.6910901636070027,0.903322060217552,2.188529276284072,-2.213376336093084
0.5525525525525525,-3.0919512787268437,1.857899685238229,-1.9318312672287288,-1.6832668039648988
0.5765765765765766,1.4795693796862976,-1.97524346103265,-1.8955896663205933,-1.527875299722968
0.6006006006006006,-0.3418103658610425,1.0603827605363199,-1.1293859756133786,-1.1909490137051277
0.6246246246246246,-0.2915777697246062,-0.6389850816421473,2.4198506794820513,-2.03212899403212
0.6486486486486487,0.3573258830968587,-1.0323114357214,1.245597093724414,1.8331284967983228
0.6726726726726726,1.4101598730231928,-1.3775008228596728,1.9277077995678553,-1.7289190760963964
0.6966966966966966,-0.9089559372088886,-0.5258307782658731,-1.230175118373686,1.4460785541859598
0.7207207207207207,-2.024329698573136,2.0299478792097188,-1.1940987705090484,-1.5100428718311596
0.7447447447447447,0.4923147725152203,-0.4066083295015883,1.5296314131235396,1.7786839831524945
0.7687687687687688,-2.007780788737879,0.25145222325736877,1.020665838510206,2.0760385447981347
0.7927927927927928,-0.030669999740231827,1.502478767444803,1.4253107169033337,-1.68295431781596
