Time(hours),Single Domain Error(μs),2 domains (50 hops each) Error(μs),4 domains (25 hops each) Error(μs),10 domains (10 hops each) Error(μs)
0.0,1.35493804451154,-1.7487199615718712,-0.8067301321639164,-2.2191478594591687
0.024024024024024024,-0.7766772683088343,1.0551698791347495,1.5555247025408514,-1.4816632658265843
0.04804804804804805,1.5386305223420498,2.2663808586083176,-1.0851321776032075,-2.2076214273158037
0.07207207207207207,-0.6944120849590902,-0.7352794308536977,-1.3735401096562976,2.1791019481700022
0.0960960960960961,1.037031548031364,-1.1955985186184697,-1.8208179633168122,-1.4071982226344495
0.12012012012012012,1.3178008950301277,-0.6484678699534222,-1.5467436360873528,1.6471153093812534
0.14414414414414414,-1.3966707317673688,1.3207818559025877,0.8523675476387174,1.1463014246002856
0.16816816816816815,2.1137656278793804,1.200688512471694,-1.677826447016241,-1.4882049200419736
0.1921921921921922,-2.894918317003424,1.3014566098734917,-1.4842254714283667,-1.9001208815721262
0.21621621621621623,-3.029144489733912,-0.7696356372634893,-2.2489425577717315,1.1494223898141498
0.24024024024024024,0.049950299850554665,-0.44614692271481665,1.6793936032078514,2.053906388759047
0.26426426426426425,-1.4904740813466524,-0.7556699190739484,1.815138412907656,-2.240361293530783
0.2882882882882883,1.0549384990087336,-0.9552414273022707,0.9220413666991969,2.0455061818861764
0.3123123123123123,1.0370304866398723,-1.0126218931170818,-1.427846516520495,-1.3184005276654378
0.3363363363363363,0.9500893409449279,1.8192305685341092,1.4364235218188113,-1.5839468194711959
0.36036036036036034,1.3426969890297125,1.3663189236243487,-1.4090661203156536,-1.5269337492901836
0.3843843843843844,1.2763103616416211,-1.1306976838885603,-2.0741680206669586,-1.7578642017207669
0.4084084084084084,-1.5439551230833435,-2.3161073971992026,-2.0548020896172443,1.6749814964675935
0.43243243243243246,-0.4485357932893392,0.45920838008091996,-2.0123889882215864,2.298406858726745
0.45645645645645644,-1.0353593233079992,1.116575996557334,1.122484841857206,-1.9234722244610314
0.4804804804804805,0.4974220454055557,0.14457256848433023,1.6459176365959884,-1.4185280200342951
0.5045045045045045,2.069911295497485,-0.6719688690003331,-2.4809434048722614,1.9955803506822687
0.5285285285285285,-0.9918638033955108,-0.6047694139012998,1.0899063321913853,1.4172177243896484
0.5525525525525525,1.9798953936250467,-1.6789231442814212,-1.3704262646714713,1.4587062927003316
0.5765765765765766,-2.0821265173570684,1.7035567871638575,-1.0221416313710254,2.2742730377529505
0.6006006006006006,-0.005950343410793612,-0.9585102270002744,1.2818272308633212,-2.137050877797038
0.6246246246246246,-0.3369873914862727,2.117699918548655,-1.932990917614479,-1.9800585007646976
0.6486486486486487,0.5477496514007785,0.4737140407428466,0.9432530856581768,-1.2019982038789072
0.6726726726726726,0.8751933624502884,-1.3599565519363703,-1.5920294958171564,-2.19161301047928
0.6966966966966966,-1.2327176453378885,1.9125408147621419,-1.3474067129594427,2.1797876291199696
0.7207207207207207,-1.3256374456774433,1.276227360688074,1.1018403336739198,-1.3923604179344509
0.7447447447447447,-0.7732929984515402,1.6456597413864076,1.3646245180139225,-1.3785961427706939
0.7687687687687688,2.878392671740911,-1.5590475114801579,-2.232142766800534,-1.2378824593095459
0.7927927927927928,-1.9390737749873492,-2.2797953491586784,1.5386287491006805,-1.7983864338500188
0.8168168168168168,-0.04907559758934316,-0.6357655518852777,1.5566829656857093,-1.6733220331989596
0.8408408408408409,2.0594246299437375,1.4615716621505632,-2.0634164224095444,-2.270384220411617
0.8648648648648649,0.4505220314270875,1.4882567091416845,1.5590804257962771,2.0379592394570376
0.8888888888888888,-0.8600101786588746,-1.4040032019762358,-1.7816652454339619,2.0222484477653166
0.9129129129129129,2.5353395343481138,-2.292371101176978,-2.0646722641065183,1.3994418732527798
0.9369369369369369,1.7961011455565086,-1.2733612027170613,1.8699669277418471,2.0867385117076003
0.960960960960961,0.37618716630948223,-1.4492535863426974,1.2440439192512427,-1.6995190889706675
0.984984984984985,-1.4293900067824112,-0.7854433293038684,-1.8249623447338406,-1.6168599347181785
1.009009009009009,1.153983983684066,0.37535279011422096,1.2493983915694258,-1.221149463675723
1.033033033033033,-1.634313349457832,-1.5820401581685613,1.10758824307019,-1.8340369334858808
1.057057057057057,-1.3141049029553633,1.2965329195967867,-1.7925809659648757,-1.9411135587900228
1.0810810810810811,-0.9752436139207751,-1.1374752719662427,-1.90487819658722,1.430296186587472
1.105105105105105,-0.32402037398828276,-0.47204092780159895,-1.0659503742376009,-2.1014280120295656
1.1291291291291292,0.371856121527875,1.2775393990592308,-1.567980402288751,-1.3363456689507514
1.1531531531531531,-2.541763733834931,-1.5437765137762276,1.6447303322187499,-1.9897600524487338
1.177177177177177,0.6505894133280133,-2.197871888902211,-1.4577965916987226,-1.8810030681006833
1.2012012012012012,-0.34367793767689264,1.300076519792437,-2.1767543286109863,-1.625590002588427
1.2252252252252251,1.226466232248448,0.6008500574840315,1.3336503487667655,-2.318430116063751
1.2492492492492493,1.6315473364174058,-2.7841076781385654,1.7975691225417731,-1.8575705744756192
1.2732732732732732,1.3102633368321364,-0.7848164363500064,1.2029564702588003,1.9560641461963417
1.2972972972972974,-0.5351918423177708,0.5777591309103913,-1.973555033772562,1.5672956483902236
1.3213213213213213,0.5962185515265187,-0.4741547443535507,1.0568228201643293,1.4815435750951083
1.3453453453453452,1.1837671704580208,-1.4744134058912368,-1.874469015884718,-1.7654833069449316
1.3693693693693694,1.667017224789027,-0.387126129840115,-2.086492079495586,-1.5995710856018268
1.3933933933933933,1.0300453619856589,1.6024719076617107,1.3825610267632127,-1.8888766783697224
1.4174174174174174,-2.3628681436296834,1.5439802247993817,1.719612452907892,-1.4924102693434154
1.4414414414414414,-0.21948492025940777,1.054358707399305,2.331551475503134,-2.1219670236663504
1.4654654654654655,0.8451865913701377,-1.715448149631795,-2.3192256815341206,-2.049269558770188
1.4894894894894894,1.9792191784266204,1.3676357675732194,-1.537260527018952,1.774443428065119
1.5135135135135136,-1.8696953196760795,0.477090653917156,1.7009881015830468,1.7089734820354658
