1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
-8.601545544822946e-08,-2.1230136145056263e-07,2.3952605454618222e-08,3.973658916235264e-07,-9.205543877259682e-08,1.25195266098536e-07,4.4493312864039155e-07,-1.133783503441143e-07,-2.0210230624786473e-07,2.329913046719572e-07,-1.5731239363573824e-07,-2.0214502029303177e-07,1.652716220472197e-07,-6.484516305591911e-08,1.4398063929103622e-07,2.689968540507785e-07,3.0872048321086015e-07,4.0986782336768816e-07,2.5367552801326815e-07,1.4434299216539658e-07,1.2611485773772676e-07,2.712436776872716e-07,-1.254373269176736e-07,4.829580555509916e-07,-2.721843962154863e-07,2.895266958822085e-08,2.210126674018294e-07,-1.2833818956038577e-07,1.6495169184460381e-07,-3.4767530186579134e-07,1.3372430448983183e-07,2.959596196199611e-07,8.025793488146952e-09,1.8206266768595575e-07,-2.429510570798524e-07,1.5519310456434426e-07,1.2379015972668025e-07,-5.030643774113993e-07,8.0555092299284e-08,-8.756222126068918e-08,3.355163448448528e-07,2.075308621554248e-07,3.3987971997504746e-07,-3.7161985820976496e-07,-1.9376506679387238e-07,3.832808573702039e-07,-7.35619016412706e-08,4.866123294486455e-07,2.883961386535187e-07,1.3484931730855357e-07,2.132202711547758e-09,-1.3611635348584273e-07,1.1264031120462131e-07,-1.6032461311592263e-07,-1.773113163279811e-07,5.514848005912079e-08,-5.901274841589006e-07,1.1960499578785862e-07,-2.3095522807586077e-09,-1.8308967428010005e-07,-1.8036199861823096e-07,-5.790074157955407e-07,7.766732958069959e-08,3.626368469210683e-07,3.428081103300726e-08,9.661022137923023e-08,-6.619843436589504e-08,-3.5244296966645624e-07,2.0944361251049318e-07,3.288582616587461e-07,-3.806310403525166e-07,-2.2720543666995634e-07,2.8081186313365277e-07,-9.76376214148249e-08,-3.589753248432036e-07,-4.4178901510576335e-07,-5.1991169336812e-07,-2.5848089193705696e-07,3.060552444055415e-07,3.180205368240441e-07,-8.978965424041752e-08,-2.8917636969714497e-10,-1.2182290094471943e-07,4.377651422186848e-08,-5.327552421198127e-08,2.428379624875026e-07,-2.57212384788829e-08,7.788589856588581e-08,2.9664638351154147e-07,3.2450699604972506e-07,-1.2501895533458425e-07,6.00184557880201e-08,4.6784150361085034e-07,-1.0163687472248577e-07,1.2733715342064288e-07,-1.4893641454360594e-07,3.3457901016624925e-07,1.662929305912303e-07,1.266180299531057e-07,2.7251367996312927e-08
-8.580690061835515e-08,-4.5707461957278367e-07,-4.175201167438416e-08,5.730554988187708e-08,2.5511866154362774e-07,-4.7498562891175793e-07,-8.042234033538381e-08,1.8038591866807024e-07,-3.4375380869059384e-07,1.3682606962005458e-07,4.793467839451954e-07,-1.679064074583408e-07,-1.5482515182366093e-07,-2.6547302072827734e-07,-1.401690219297323e-07,-1.1476833325630957e-07,1.0111732009884288e-07,3.2241530465204216e-07,-1.9479690592400997e-07,3.021226323436864e-07,-3.039407710674318e-07,-4.3885783810428785e-07,4.604497144412067e-07,1.814213650270626e-07,-3.8452573273520405e-07,4.595288315258092e-07,2.532807360507541e-07,2.4307949999864044e-08,-3.140722526849492e-07,4.270673905384572e-07,-4.670928444728732e-07,-3.8875958324699874e-07,-1.632473254152248e-07,2.309098266649741e-07,-1.4024176659867827e-07,-1.7056357040221708e-07,-5.163645996480132e-07,2.5131587643073677e-08,4.1895410012262673e-07,3.694973461312095e-08,3.960824421818486e-07,8.674757442678331e-08,3.695947244991476e-07,-3.7732642951704794e-07,7.803145276640222e-08,-2.582029315208063e-07,-1.1419323972347614e-08,-5.713278350688363e-07,2.075702493784232e-07,1.4527408360043538e-08,-4.1410915004969556e-07,-3.868884560467559e-07,-5.2063714195187947e-08,-9.246921452552588e-08,-2.159197879152262e-07,-3.172525001716524e-07,4.6423320485410683e-07,-3.498660993797544e-07,1.8984741320497356e-07,-2.5626537833013973e-08,-1.3517960424478714e-07,4.307972405938836e-08,-3.0422549106405323e-07,-3.3527993986786473e-07,2.2316977509434842e-07,3.6079818770282113e-07,7.11935237111886e-08,5.22045695484791e-07,5.4987295352630284e-08,-1.315718253821982e-07,9.10669598910018e-08,-3.5914924578862034e-07,1.97435920248664e-08,4.082177549248212e-08,3.216212922820115e-07,4.564740850369407e-08,-3.081606488297812e-07,-1.2547044349394823e-07,-4.7337766431033997e-07,3.6156369479123324e-08,-1.7035991313163898e-08,5.70575077128096e-08,-8.112611355469605e-09,-6.039304679484474e-07,2.5256396253542684e-07,-6.005410915043967e-08,-3.086312059572591e-07,4.0335916849063984e-08,-1.7008420595510583e-07,6.166522938268651e-07,2.996502768831593e-07,6.019459033367209e-07,-1.5052237033347922e-07,3.7198609439660576e-07,4.559627767292053e-07,1.9422959765654096e-07,5.049169296148823e-08,-8.2470086234134e-08,-3.200068424115639e-07,-1.8509820898617168e-07
-7.225122716875303e-08,-4.555059886789793e-08,1.0570063393648933e-07,-3.006581656391516e-07,-2.0127909697421123e-07,-1.9745901111407253e-07,2.2066542666578516e-07,-2.1198468388013665e-07,1.528442489660264e-07,2.9863761502183144e-07,-5.114814300076695e-08,-3.3446722318648223e-07,-2.5238049820839355e-07,-1.931743241059539e-07,3.153897753004492e-07,7.935661767561049e-08,2.225763537760063e-07,4.2410046816090333e-07,-1.2802622720713753e-07,-1.336669141824703e-07,1.974033654419335e-07,-5.112070074462002e-07,2.4450117133358647e-07,-2.7729284282779683e-07,-8.540767182361466e-08,5.013182699941675e-08,-4.5739567566160906e-07,-4.3776862227923835e-07,-4.657323209881168e-08,2.5988274253570426e-07,-4.925078980316979e-07,5.252059625369821e-07,1.7151401709517666e-07,-3.4736345018102156e-07,2.8775631550887146e-07,-2.6564478262935704e-07,-4.328341808514677e-07,-1.5311627221394854e-07,-3.8533513568537784e-07,2.5102340830378933e-07,-2.7873261130915676e-07,-2.47394016589783e-07,3.003426229337058e-08,2.2542647161927962e-07,1.318296907316391e-07,1.9930939035172954e-07,-3.156975125214818e-07,-2.4028197414666507e-07,-2.8265811366547403e-07,-7.354232594785063e-08,-2.9246573771417257e-07,-1.1554090285571595e-07,1.1720521781167303e-07,1.677915208457834e-08,-5.570348029604131e-07,-1.896955183989006e-08,-2.5651079981177223e-07,-2.798695955827429e-08,1.1910184793386563e-07,-1.4729594075915248e-07,1.935641245501419e-07,-2.2667114712116842e-07,1.4958783737362138e-07,-3.565982105857798e-07,2.711946225957386e-07,2.714697822797664e-07,2.827605935746885e-07,3.399112889266277e-07,-2.329430186576039e-07,-1.3280319499845138e-07,-5.191272217273906e-08,-5.526496589895203e-08,-1.111879091978252e-09,1.8963848535010646e-07,1.1250325369657937e-07,-2.1650129991150588e-07,3.8962819568039175e-07,-3.1762948272456473e-08,2.059006208929681e-07,2.1672090323437787e-07,-1.6854864549415885e-07,2.559604674566462e-07,2.96405900895355e-09,-5.167387726107721e-07,1.830603926530541e-07,-6.593916766986727e-08,2.520205183739201e-07,2.336545834560361e-08,-1.9194460234265773e-07,4.796714809042189e-08,-4.1426979808020047e-08,-3.6063928921332154e-07,3.052455652879752e-07,-2.904124206320639e-07,1.5953080474034484e-07,4.168918885726042e-07,3.2027195123930455e-08,2.4367572199628773e-07,2.072150259346115e-07,2.700322704500047e-07
-5.442611835362857e-08,5.299141365137882e-07,-1.5870364117255605e-07,2.540602685460693e-07,-6.61977485842731e-09,-2.4448357720824017e-07,-5.884953632859571e-08,-3.3233344679068045e-07,1.7198220328791658e-08,1.3468080702545297e-07,-4.6685279225339964e-08,1.122846784591408e-07,-2.666455408660125e-07,-3.6913637183204057e-07,1.8405577218201296e-07,-9.371024837009484e-08,-5.282637815296353e-07,-1.0484517406408661e-07,-3.694252372706486e-08,1.4095938970460765e-08,-2.9352940129918284e-07,-3.391176876525912e-07,3.6729191064635776e-08,2.1432050891245922e-07,4.3372945469854557e-07,8.621766881020135e-08,4.4128225454132787e-07,5.3068184596594416e-08,3.585863982839077e-07,-1.812360429977517e-07,-2.9178572529618434e-07,4.338663551791153e-07,-4.548179949946524e-07,-2.045081965490084e-07,2.8876865224159306e-07,1.0805455282445085e-07,1.8861079634451426e-07,-7.477520977721641e-08,1.597813729386144e-08,-3.172460882676829e-07,2.9444025143100127e-07,3.0155425406758743e-07,4.799658856126156e-07,4.877432396822793e-07,3.1438425428574075e-07,-1.7400994427553774e-07,-3.707644634490954e-07,3.00099005247859e-08,4.5822944385551586e-07,1.971559816045453e-07,-9.298980568514012e-08,1.4824200355763148e-07,-1.3335680143686416e-07,-1.8874261553104047e-07,-3.584173575863383e-07,4.391596340145689e-07,-1.9052650485414085e-07,1.1783186237738028e-07,-1.6016749202109368e-07,-3.7052563250958747e-07,-1.2416791711797464e-07,1.1976758959924877e-08,4.0691201231872476e-07,-1.201097652452242e-07,1.8564287975616868e-07,-2.878599322286209e-07,1.8132217046616067e-08,-3.3204236820262327e-07,-6.44680823548708e-08,3.2969257424223464e-07,-2.829352506691392e-07,-1.0287438476861333e-07,-3.713394147300109e-07,-4.316498705012955e-08,1.5509848505218164e-07,-6.87979777395934e-08,6.066983245176725e-08,-3.620202391089762e-07,3.5781669655423784e-07,-3.304203623309861e-08,-2.488836787744449e-07,5.55776389377711e-08,-3.0138428236103994e-07,-1.6845178477282107e-07,1.7473277729178802e-07,3.3819066641614487e-07,-3.952326589913758e-07,1.1779029823852054e-07,-1.235406147699765e-07,1.0139477108392244e-07,2.925872610960976e-07,7.182947440943937e-08,1.2836492286678904e-07,-2.537908455320211e-07,-3.571424817366275e-07,-5.900915641202059e-08,4.505505678699739e-07,-1.8517753800743527e-07,-3.677088290202413e-07,-3.869393503457397e-08
4.7615270540502326e-07,3.2844087032432e-07,5.66666543925415e-08,5.363690101933913e-08,-2.0787365100563158e-07,4.0248533141748253e-07,6.848816118161993e-08,-2.544733985820262e-08,-5.7943664115197994e-08,-7.595207615963744e-08,-2.33031258434364e-07,3.3139390200985006e-07,1.956860656871534e-07,-1.0931490453975605e-07,9.18384024094961e-08,-1.0690551638107976e-07,1.8612357508231154e-07,6.46759838918363e-08,-4.6815686982158003e-07,3.3167255693298446e-07,-3.818553284955079e-07,-4.2505870331875393e-07,-3.894783929092385e-07,-4.222275345825374e-07,1.635307543584147e-07,6.0242987097643435e-09,1.4277221681075036e-07,-5.164935597960138e-07,-4.343488866284442e-09,-2.548519442158827e-07,-1.2896215632766945e-08,4.1415673971683877e-07,-3.449182870309948e-07,8.015114021117675e-08,-9.413612526335776e-08,4.15997284545874e-07,1.4001784475553268e-07,5.28548999298046e-08,-2.2139832052669065e-07,4.530371952333999e-07,1.0504938260077563e-07,-1.1298897482005471e-07,-8.085285224677586e-08,5.023340053192604e-09,-2.2595466304978045e-07,-2.3318833587960873e-07,9.869364838668946e-08,4.5641193213623574e-07,2.8258021649462984e-07,2.0887930592321622e-08,1.006125719721827e-07,2.8312765383652326e-07,4.800119258933922e-07,3.16061306178381e-07,-1.0376532052353488e-07,-9.173019839776815e-08,-1.4647051316324304e-07,-4.0138548950953115e-07,-3.9802284215484143e-07,-6.09624616241845e-08,-2.4125131044438155e-07,2.1464434240437705e-07,-2.9999905573530194e-08,2.608404492485674e-08,1.7379571345671897e-07,-1.5982125351102207e-07,-3.710457642696865e-07,1.8611226594205374e-07,7.462991467075853e-08,-5.082174107705707e-07,-2.6576273172656996e-08,-2.3639347538461306e-07,-3.393990667231596e-08,3.184435678799648e-07,-3.685475350519612e-07,4.233405250409471e-08,-5.506185910922217e-07,-2.5554368364857423e-07,3.879241444676642e-07,-3.2375158790320834e-07,-7.589163488883274e-08,1.2297002662568723e-07,4.1270263379775374e-07,-4.110057041484057e-07,3.7874270844596506e-07,-2.0385904964172012e-07,8.318503285822151e-08,-1.5871275738851902e-07,-1.980888038425731e-07,6.163568432529574e-08,-1.0678626783384297e-08,-1.3462042532468398e-07,1.6572986351213266e-07,-1.0346377568885838e-07,1.3288681696373255e-07,-2.366868524872518e-08,1.544509551698236e-07,-2.6193518446945586e-07,-1.3775317444309905e-07,2.5112836487870933e-07
2.2260303035137026e-07,5.788105376285558e-08,-1.6059258611157e-07,-3.474402411376639e-07,4.187597149878143e-07,4.4119680673753717e-07,-3.276642137774657e-07,-3.684199656632854e-07,-2.79356743142198e-07,2.0208412510107967e-10,-3.720143005305351e-08,-3.713552246235463e-08,4.065481358121629e-07,5.173162471170962e-07,6.068891398111207e-09,-4.987269250122877e-07,-2.7002376333623187e-07,5.2150522616508684e-08,-8.061081610211013e-08,-4.425917291371047e-08,1.2358354632606912e-07,3.870487825268167e-07,1.013621884022992e-07,-1.1170243347540872e-07,3.440050531840538e-07,2.2644781895448415e-07,3.988520608397556e-08,1.3789262817408097e-07,2.865356207026381e-07,-3.0976144517996394e-07,-2.4954869832704686e-08,4.3671732082198446e-07,1.0444002339598113e-07,3.977745562863026e-08,-7.73650521640122e-08,-3.157191240511254e-07,-9.191220763919876e-08,-2.2972150216257132e-07,2.665976798193052e-07,-3.8793840285580195e-07,1.9033711219587102e-07,-3.450248368465465e-07,-7.270490859349584e-08,1.589777424138505e-07,1.2538837820770757e-07,-2.101142791048194e-07,3.9170108824260995e-07,1.2423404985672694e-07,1.445148308599507e-07,1.2187456719545117e-07,3.3788024771554453e-07,3.1823711031305445e-07,-1.968314961294888e-07,2.5556066065785757e-07,1.7717117930932834e-07,-4.1093247316181597e-07,1.0701831795610374e-07,-7.139722169702054e-09,-1.9027874926113213e-08,2.824426529530028e-07,-3.147138982500532e-07,-1.620744089773593e-07,-2.1488843827544938e-07,-3.8855124170124826e-08,-1.731436844653861e-07,1.2932279787594195e-07,-4.6174216546401923e-07,-7.611925975902189e-08,2.9992485487910996e-07,-1.0671364957355082e-07,2.328188900214457e-07,3.5699649414209705e-07,1.363863334464444e-07,1.5237119494922784e-07,3.821563047233851e-08,1.8538699888808197e-07,2.922169185651985e-07,1.10564791310146e-08,2.0749084343784578e-07,-1.2084407197938413e-07,2.4612419387321315e-07,-1.2800594337951363e-07,5.300945526781726e-08,-3.7328672903448363e-08,-3.611462950534815e-07,4.079380254136707e-08,4.0055115600578485e-08,-3.637031669146908e-07,-3.87473396635323e-07,2.0049864935007797e-07,-2.3353148079722304e-07,-2.494278894177858e-07,-2.944312573042053e-08,-3.4552195086852796e-09,-1.749393917195998e-07,-1.533351858101552e-07,2.866374424615942e-07,-3.4939287911734736e-07,4.109007618604868e-07,3.6597838699213935e-09
-1.6618703385081677e-07,1.4558883852696153e-07,8.939369400990445e-08,-3.9282975466883613e-07,3.442928917205717e-07,1.5507911911306284e-08,3.819792240496257e-07,-9.599750034935892e-08,1.584922861441693e-07,-4.310820518054958e-07,-2.367455357878507e-07,5.004585912230957e-07,2.657853528985017e-07,-3.935264363096118e-07,3.4091948427936326e-07,-8.838076405398158e-08,-1.8790296126371138e-07,-3.021628730984241e-07,-1.5696073864583263e-07,-3.647642541740359e-07,-3.7116837838983896e-08,1.3838253882463485e-07,-4.039190084879097e-08,1.7506924002772462e-07,4.615036645367173e-07,-3.3444887254196944e-07,-1.4563004796039137e-07,1.1293639851341665e-07,9.525969258197703e-08,-1.0298668543109004e-07,3.3718885431170044e-07,-2.218048557046839e-07,7.92649330884384e-08,1.0456582619479323e-07,-4.923781365651611e-07,2.4765319586088884e-07,-3.581846610986691e-08,-3.041508367797107e-07,5.265744483081229e-07,-2.599280933206927e-07,-1.337905722622285e-07,2.929723285795003e-07,5.64254504361621e-07,2.2667667029776705e-07,5.612803571016957e-07,5.10028624917444e-08,-6.749064214027969e-07,-3.19859776811037e-07,-1.694010235810425e-07,-1.7713610895443043e-07,8.01281194772863e-08,1.796811896947611e-07,-3.4004668834019134e-07,7.377228391477962e-08,2.643710001924983e-07,-3.211219387220325e-07,5.373148514549017e-08,-1.3851446849374356e-08,3.572060013664203e-08,2.926382958648761e-08,-5.465918001376576e-07,6.322690463280144e-09,-1.5212450510010728e-07,-3.414432038202246e-07,6.448431601499615e-07,-4.856767994993234e-07,5.173592129656853e-07,1.0546260074629007e-08,2.8906380098697523e-08,-3.594450066117355e-07,-2.405725073745039e-08,-2.580574610827601e-07,-1.1230682142325765e-07,-4.062083269817035e-07,1.0053526144470447e-07,-5.744073694718032e-07,-1.0968516596939061e-07,1.5607917225611793e-07,-2.1095104296711595e-07,1.3974943902556064e-07,1.0790718209991223e-07,8.507579820438554e-08,3.360815265841185e-08,-1.259850347401525e-07,-3.6999649021149094e-08,3.5065165949931133e-07,1.8223477687051942e-07,3.129449609867231e-07,-5.86488216441275e-07,-3.5136178082453754e-07,3.1619424061174975e-07,-3.9199153620884827e-07,2.879190788310295e-07,1.0072893003017101e-07,-1.3381161602163906e-07,-3.444749708353818e-08,-1.1776563150634055e-07,3.9267825196557823e-07,-1.915694941381523e-07,-4.629246579721769e-07
1.4892745990253694e-07,-1.7671006882229785e-07,-1.264061223153597e-07,-4.071720757288101e-08,5.952470790682639e-07,-3.76447022958141e-08,-3.115040390727276e-07,-2.994383520311907e-08,2.814298280600581e-07,-9.740174755389541e-08,-5.07443133422859e-07,-8.382113660557633e-08,3.408481943745197e-07,1.3398058878689536e-07,2.342780460823979e-08,-1.5510755946884365e-08,4.1790869218527854e-07,-1.5199445940724585e-07,-5.8679317270763575e-08,-2.266028094939688e-08,4.466230531490623e-07,-1.2721121273447438e-07,9.142417299745519e-08,1.544619910030723e-07,-9.801411892078424e-08,2.252046040300806e-07,-6.442146551009854e-08,1.3200842800179395e-07,-9.39552158274402e-09,2.597634018505535e-07,2.1086763015669187e-07,-2.6823431473813383e-07,3.2323791097614845e-09,-1.2057342859373584e-07,2.487852193219528e-07,-4.79114439114086e-07,-3.1558895488285656e-07,-4.4793311155104464e-08,-2.4450640539669993e-07,-1.972069648902631e-07,3.2898497211673984e-07,-1.5752611500387988e-07,4.616332824932599e-07,-2.2078352886706568e-07,1.350691578133373e-07,2.2825886190495645e-07,1.106410608443438e-07,-5.537934456665636e-10,-4.800035469036439e-08,-5.791960914365863e-08,5.049551889440113e-07,8.79322085268007e-08,-6.21923602735356e-08,1.9409629499125442e-07,-2.174511756738645e-07,-2.755024955318423e-08,-8.060039788508992e-08,1.5621568988897488e-07,4.1549358574127983e-07,2.2430879029206896e-07,-1.614803192952432e-07,-1.3945406577601678e-07,4.202169690787e-08,-6.568005528372808e-08,-2.963412683794661e-07,-5.839075307204391e-08,-3.407832844218376e-07,-2.411758216752441e-07,-9.051850546223875e-08,3.2317661528402737e-07,-2.0288343515723117e-07,-2.2447799982351884e-07,-9.605537347869527e-08,6.562758257943583e-08,-4.361666298466069e-08,1.6804122602197703e-07,-2.2175674201596272e-07,1.4832518130474553e-07,-2.8121152495771605e-07,-7.324079146248949e-08,-4.799680840491721e-07,-2.0294342686841402e-07,-2.3190233917117585e-07,-2.8434204589121887e-07,-4.3352090154050175e-07,-2.8218175989552307e-07,1.1700522490793255e-07,-3.425114248584695e-07,1.2732801010182344e-07,-3.661902219149147e-07,-2.1010808761260744e-07,-3.0408409468922704e-07,-4.543098420775402e-07,2.3095552263760993e-07,3.3931436941971875e-08,2.645029344566333e-07,2.578590107162939e-07,9.176009109564901e-08,-2.8081697525602114e-07,2.109380332698078e-08
-4.5410304820171705e-08,3.210608085107675e-07,2.765625688414935e-07,-2.939595036611127e-07,4.5445018035789134e-07,4.378849276565618e-08,-7.904627515475329e-08,-2.1717055656690797e-07,-2.976107873531963e-07,-1.418538182883399e-10,-2.1983762927417754e-07,1.9572302714736905e-07,4.3446471687302563e-07,-3.1457599064211176e-07,5.598964730851463e-08,-4.346038766452287e-09,-3.7074386346152224e-07,-3.6244374229294203e-07,6.48808737807071e-08,1.544227593750384e-07,-1.196485505064452e-07,-2.5848912659288525e-07,2.2433471007536887e-07,-1.9492574271828828e-07,3.801056736276974e-07,3.055404619368893e-07,-4.265334194258027e-08,5.159745356936239e-07,3.002780558004386e-07,-9.68052906100044e-08,-2.846032418304932e-07,-8.338905217253256e-10,1.1032402828224717e-07,-1.779717233118391e-07,-3.26575787536253e-07,3.6042028811987896e-07,-2.9664947807727107e-07,3.850959920740049e-07,2.33461388491436e-07,-1.8422095140683125e-07,-8.281676568453258e-08,4.178505070436909e-08,1.567804023636541e-07,4.378540610269304e-08,4.643166369010074e-08,1.335103208413873e-07,2.4449665803943955e-07,2.909232212263201e-07,1.1856310364775956e-07,-2.773216905676032e-08,-3.5836278389042133e-07,3.1556917774381673e-07,1.2086229588046407e-07,-4.168941790831038e-08,-4.273972211577313e-07,-4.063959243350278e-07,-5.134278774474683e-08,-8.270610617232541e-08,1.4160021232403094e-07,4.1835371769887065e-08,4.121743681333687e-07,-8.813128731797963e-08,1.7972896293334563e-07,4.6571582527149546e-07,-1.6717586252628597e-07,3.1575335588319723e-07,2.577004065119763e-07,-2.9137351058201473e-07,2.2076433210987147e-08,-9.302478682478999e-08,4.94511259491646e-07,3.146585945392317e-07,-9.509920951515475e-08,-5.8782964354262285e-08,9.258343023721441e-08,4.554087723865314e-07,1.759896965287164e-07,1.1219954102225308e-07,3.828057257205212e-09,2.3505208130668007e-07,-3.783883808885084e-08,1.0558864724071178e-07,-3.301091641710904e-07,4.071946583787918e-07,-1.4858351213593874e-07,-4.1983675886459853e-07,2.2063244295564994e-07,-2.737976821671457e-07,2.4858343440143346e-07,-2.308446001816975e-07,-2.4794832516302844e-07,-3.350925993642028e-07,-3.311285797085381e-08,2.3208930580925359e-07,3.3746458908612025e-07,-2.4554715114542375e-08,7.310602789921106e-08,-2.511752056723288e-07,-2.146990911730826e-08,-2.1829372715752246e-08
5.485239533666195e-07,-8.167984040604416e-08,1.3870458924756366e-07,-5.232688896288829e-07,-1.7305340662064423e-07,-5.465810444881416e-07,2.9384424429952634e-07,-4.6838267985499664e-07,4.032768533845319e-07,-6.965236061297419e-08,-1.0615929961802052e-07,2.822470294130909e-07,-1.8507908646718643e-07,-1.7879319017360798e-07,-7.14290540584859e-08,-4.244787523500542e-08,-1.9339588085234928e-07,1.607526452572304e-07,7.85993775612414e-08,-4.108905874033505e-07,-1.7268070986939235e-07,-3.137033661183417e-07,-4.220682667711234e-07,-3.1449224641228577e-07,2.722371938502242e-08,-3.3376540040624123e-07,3.6047060688184886e-08,-1.7481739141368868e-07,-2.4994939967613868e-08,-7.38461181719505e-08,3.006679035326432e-07,-3.259182750164777e-07,-1.803108375432876e-07,-1.6182954196720653e-07,-4.254073111689245e-07,-2.465493695282588e-07,-3.3574432219842485e-07,-5.860770818607747e-08,5.214946137401841e-08,-1.4888619829818467e-07,4.363382443138667e-07,4.786880163175666e-08,-4.1393040690831864e-08,-8.263005864834413e-08,2.6317095112446895e-07,2.1386419527131628e-07,-3.6695969101807175e-07,-2.635378872165204e-07,1.246190837521894e-08,4.299525155836147e-07,1.465291986070173e-07,-2.519410434823288e-07,1.680366523699315e-07,-1.154054315296415e-07,-2.7998042096989247e-07,-3.329740297446271e-07,3.68165782036089e-07,3.2982164258340225e-07,-1.0634103775652896e-07,6.76307291603732e-08,4.987864350719059e-07,-9.607667708627131e-08,1.3512126429993647e-07,2.537131223149681e-07,-1.978853524519396e-07,8.702816645852797e-08,2.4635650856081054e-07,2.296961484732928e-07,-1.9964511283420405e-07,2.093612175544786e-07,2.4380549739050996e-07,2.4847860324539235e-07,2.4793543063278616e-08,-1.8377574862446504e-07,-3.2476784256569436e-07,4.2710016296015437e-07,-1.7327458701813863e-07,-1.2357956496475852e-11,-3.1065614484631556e-07,-4.073068003639437e-08,-8.135017493854561e-08,4.2362035269612487e-08,2.45487993235563e-07,-1.5411555961356183e-08,1.0856700062499169e-07,-5.2621157980297804e-08,-3.512443491944388e-07,-4.7875465761860465e-08,-3.1224847313505345e-07,4.607939900945618e-07,-1.1074345222680531e-08,6.881736021221376e-08,-9.614600839669094e-08,1.0856179643408877e-07,1.7416611255038222e-07,-2.4900813424548195e-08,-2.8040462775574826e-07,1.9853640920766116e-07,-2.795438417751598e-07,-4.9414364402050004e-08
